지역명,규모구분,연도,월,분양가격(제곱미터)
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,01,3045
대구,전용면적 102제곱미터초과,2017,01,5014
광주,모든면적,2017,01,2778
광주,전용면적 60제곱미터이하,2017,01,2557
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2790
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2817
광주,전용면적 102제곱미터초과,2017,01,3273
대전,모든면적,2017,01,2685
대전,전용면적 60제곱미터이하,2017,01,2671
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2660
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2600
대전,전용면적 102제곱미터초과,2017,01,4328
울산,모든면적,2017,01,3260
울산,전용면적 60제곱미터이하,2017,01,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,01,3272
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,01,
울산,전용면적 102제곱미터초과,2017,01,3177
세종,모든면적,2017,01,2705
세종,전용면적 60제곱미터이하,2017,01,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2676
세종,전용면적 102제곱미터초과,2017,01,2673
강원,모든면적,2017,01,2085
강원,전용면적 60제곱미터이하,2017,01,2084
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2083
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2213
강원,전용면적 102제곱미터초과,2017,01,2246
충북,모든면적,2017,01,2105
충북,전용면적 60제곱미터이하,2017,01,2142
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2124
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2855
충북,전용면적 102제곱미터초과,2017,01,2362
충남,모든면적,2017,01,2235
충남,전용면적 60제곱미터이하,2017,01,2335
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2236
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2963
충남,전용면적 102제곱미터초과,2017,01,2679
전북,모든면적,2017,01,2006
전북,전용면적 60제곱미터이하,2017,01,2315
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2004
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2305
전북,전용면적 102제곱미터초과,2017,01,2321
전남,모든면적,2017,01,2078
전남,전용면적 60제곱미터이하,2017,01,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2074
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2467
전남,전용면적 102제곱미터초과,2017,01,2319
경북,모든면적,2017,01,2312
경북,전용면적 60제곱미터이하,2017,01,2328
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2315
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2690
경북,전용면적 102제곱미터초과,2017,01,2540
경남,모든면적,2017,01,2390
경남,전용면적 60제곱미터이하,2017,01,2478
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,01,2382
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,01,2872
경남,전용면적 102제곱미터초과,2017,01,2623
제주,모든면적,2017,01,3124
제주,전용면적 60제곱미터이하,2017,01,4091
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,01,3036
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,01,3157
제주,전용면적 102제곱미터초과,2017,01,3082
서울,모든면적,2017,02,6464
서울,전용면적 60제곱미터이하,2017,02,6668
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,02,6522
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,02,6655
서울,전용면적 102제곱미터초과,2017,02,6893
인천,모든면적,2017,02,3167
인천,전용면적 60제곱미터이하,2017,02,3197
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,02,3171
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,02,3275
인천,전용면적 102제곱미터초과,2017,02,4201
경기,모든면적,2017,02,3607
경기,전용면적 60제곱미터이하,2017,02,3652
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,02,3562
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,02,3454
경기,전용면적 102제곱미터초과,2017,02,4296
부산,모든면적,2017,02,3243
부산,전용면적 60제곱미터이하,2017,02,3030
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,02,3239
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,02,3354
부산,전용면적 102제곱미터초과,2017,02,4214
대구,모든면적,2017,02,3158
대구,전용면적 60제곱미터이하,2017,02,3608
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,02,3167
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,02,3045
대구,전용면적 102제곱미터초과,2017,02,5014
광주,모든면적,2017,02,2778
광주,전용면적 60제곱미터이하,2017,02,2557
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2790
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2817
광주,전용면적 102제곱미터초과,2017,02,3273
대전,모든면적,2017,02,2721
대전,전용면적 60제곱미터이하,2017,02,2776
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2681
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2600
대전,전용면적 102제곱미터초과,2017,02,4328
울산,모든면적,2017,02,3263
울산,전용면적 60제곱미터이하,2017,02,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,02,3274
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,02,
울산,전용면적 102제곱미터초과,2017,02,3177
세종,모든면적,2017,02,2705
세종,전용면적 60제곱미터이하,2017,02,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2676
세종,전용면적 102제곱미터초과,2017,02,2673
강원,모든면적,2017,02,2090
강원,전용면적 60제곱미터이하,2017,02,2082
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2090
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2221
강원,전용면적 102제곱미터초과,2017,02,2251
충북,모든면적,2017,02,2044
충북,전용면적 60제곱미터이하,2017,02,2049
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2061
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2855
충북,전용면적 102제곱미터초과,2017,02,2358
충남,모든면적,2017,02,2236
충남,전용면적 60제곱미터이하,2017,02,2335
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2238
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2963
충남,전용면적 102제곱미터초과,2017,02,2679
전북,모든면적,2017,02,2009
전북,전용면적 60제곱미터이하,2017,02,2346
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,02,1987
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2305
전북,전용면적 102제곱미터초과,2017,02,2300
전남,모든면적,2017,02,2093
전남,전용면적 60제곱미터이하,2017,02,2058
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2096
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2467
전남,전용면적 102제곱미터초과,2017,02,2319
경북,모든면적,2017,02,2307
경북,전용면적 60제곱미터이하,2017,02,2340
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2306
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2690
경북,전용면적 102제곱미터초과,2017,02,2540
경남,모든면적,2017,02,2384
경남,전용면적 60제곱미터이하,2017,02,2575
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,02,2375
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,02,2872
경남,전용면적 102제곱미터초과,2017,02,2716
제주,모든면적,2017,02,3134
제주,전용면적 60제곱미터이하,2017,02,4038
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,02,3042
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,02,3157
제주,전용면적 102제곱미터초과,2017,02,3082
서울,모든면적,2017,03,6370
서울,전용면적 60제곱미터이하,2017,03,6570
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,03,6420
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,03,6457
서울,전용면적 102제곱미터초과,2017,03,6709
인천,모든면적,2017,03,3179
인천,전용면적 60제곱미터이하,2017,03,3268
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,03,3177
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,03,3275
인천,전용면적 102제곱미터초과,2017,03,4201
경기,모든면적,2017,03,3632
경기,전용면적 60제곱미터이하,2017,03,3773
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,03,3585
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,03,3527
경기,전용면적 102제곱미터초과,2017,03,4321
부산,모든면적,2017,03,3290
부산,전용면적 60제곱미터이하,2017,03,3123
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,03,3273
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,03,3354
부산,전용면적 102제곱미터초과,2017,03,3931
대구,모든면적,2017,03,3200
대구,전용면적 60제곱미터이하,2017,03,3848
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,03,3208
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,03,3216
대구,전용면적 102제곱미터초과,2017,03,5014
광주,모든면적,2017,03,2783
광주,전용면적 60제곱미터이하,2017,03,2448
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2798
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2817
광주,전용면적 102제곱미터초과,2017,03,3273
대전,모든면적,2017,03,2721
대전,전용면적 60제곱미터이하,2017,03,2776
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2681
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2600
대전,전용면적 102제곱미터초과,2017,03,4328
울산,모든면적,2017,03,3263
울산,전용면적 60제곱미터이하,2017,03,2858
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,03,3274
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,03,
울산,전용면적 102제곱미터초과,2017,03,3177
세종,모든면적,2017,03,2705
세종,전용면적 60제곱미터이하,2017,03,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2706
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2676
세종,전용면적 102제곱미터초과,2017,03,2673
강원,모든면적,2017,03,2068
강원,전용면적 60제곱미터이하,2017,03,2072
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2070
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2221
강원,전용면적 102제곱미터초과,2017,03,2251
충북,모든면적,2017,03,1976
충북,전용면적 60제곱미터이하,2017,03,2155
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,03,1983
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2855
충북,전용면적 102제곱미터초과,2017,03,2358
충남,모든면적,2017,03,2237
충남,전용면적 60제곱미터이하,2017,03,2335
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2239
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2963
충남,전용면적 102제곱미터초과,2017,03,2679
전북,모든면적,2017,03,2044
전북,전용면적 60제곱미터이하,2017,03,2350
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2040
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2321
전북,전용면적 102제곱미터초과,2017,03,2315
전남,모든면적,2017,03,2090
전남,전용면적 60제곱미터이하,2017,03,2151
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2094
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2379
전남,전용면적 102제곱미터초과,2017,03,2307
경북,모든면적,2017,03,2291
경북,전용면적 60제곱미터이하,2017,03,2342
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2286
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2690
경북,전용면적 102제곱미터초과,2017,03,2606
경남,모든면적,2017,03,2407
경남,전용면적 60제곱미터이하,2017,03,2520
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,03,2397
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,03,2872
경남,전용면적 102제곱미터초과,2017,03,2657
제주,모든면적,2017,03,3097
제주,전용면적 60제곱미터이하,2017,03,4038
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,03,3038
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,03,3157
제주,전용면적 102제곱미터초과,2017,03,3082
서울,모든면적,2017,04,6366
서울,전용면적 60제곱미터이하,2017,04,6570
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,04,6414
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,04,6457
서울,전용면적 102제곱미터초과,2017,04,6712
인천,모든면적,2017,04,3179
인천,전용면적 60제곱미터이하,2017,04,3268
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,04,3177
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,04,3275
인천,전용면적 102제곱미터초과,2017,04,4201
경기,모든면적,2017,04,3604
경기,전용면적 60제곱미터이하,2017,04,3812
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,04,3552
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,04,3608
경기,전용면적 102제곱미터초과,2017,04,4273
부산,모든면적,2017,04,3289
부산,전용면적 60제곱미터이하,2017,04,3089
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,04,3307
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,04,3354
부산,전용면적 102제곱미터초과,2017,04,3931
대구,모든면적,2017,04,3179
대구,전용면적 60제곱미터이하,2017,04,3848
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,04,3182
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,04,3216
대구,전용면적 102제곱미터초과,2017,04,4712
광주,모든면적,2017,04,2854
광주,전용면적 60제곱미터이하,2017,04,2448
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2852
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2880
광주,전용면적 102제곱미터초과,2017,04,3358
대전,모든면적,2017,04,2739
대전,전용면적 60제곱미터이하,2017,04,2849
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2685
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2600
대전,전용면적 102제곱미터초과,2017,04,4328
울산,모든면적,2017,04,3578
울산,전용면적 60제곱미터이하,2017,04,2904
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,04,3591
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,04,
울산,전용면적 102제곱미터초과,2017,04,3137
세종,모든면적,2017,04,2729
세종,전용면적 60제곱미터이하,2017,04,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2698
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2787
세종,전용면적 102제곱미터초과,2017,04,2713
강원,모든면적,2017,04,2068
강원,전용면적 60제곱미터이하,2017,04,2072
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2070
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2221
강원,전용면적 102제곱미터초과,2017,04,2251
충북,모든면적,2017,04,2040
충북,전용면적 60제곱미터이하,2017,04,2155
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2045
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2563
충북,전용면적 102제곱미터초과,2017,04,2333
충남,모든면적,2017,04,2221
충남,전용면적 60제곱미터이하,2017,04,2330
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2228
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2963
충남,전용면적 102제곱미터초과,2017,04,2758
전북,모든면적,2017,04,2105
전북,전용면적 60제곱미터이하,2017,04,2350
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2101
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2321
전북,전용면적 102제곱미터초과,2017,04,2315
전남,모든면적,2017,04,2106
전남,전용면적 60제곱미터이하,2017,04,2151
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2110
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2379
전남,전용면적 102제곱미터초과,2017,04,2307
경북,모든면적,2017,04,2318
경북,전용면적 60제곱미터이하,2017,04,2390
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2307
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2690
경북,전용면적 102제곱미터초과,2017,04,2606
경남,모든면적,2017,04,2401
경남,전용면적 60제곱미터이하,2017,04,2554
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,04,2391
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,04,2872
경남,전용면적 102제곱미터초과,2017,04,2659
제주,모든면적,2017,04,3323
제주,전용면적 60제곱미터이하,2017,04,4630
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,04,3196
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,04,3271
제주,전용면적 102제곱미터초과,2017,04,3830
서울,모든면적,2017,05,6400
서울,전용면적 60제곱미터이하,2017,05,6592
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,05,6461
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,05,6408
서울,전용면적 102제곱미터초과,2017,05,6675
인천,모든면적,2017,05,3291
인천,전용면적 60제곱미터이하,2017,05,3268
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,05,3290
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,05,3392
인천,전용면적 102제곱미터초과,2017,05,4256
경기,모든면적,2017,05,3474
경기,전용면적 60제곱미터이하,2017,05,3628
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,05,3462
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,05,3591
경기,전용면적 102제곱미터초과,2017,05,4045
부산,모든면적,2017,05,3549
부산,전용면적 60제곱미터이하,2017,05,3136
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,05,3626
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,05,3013
부산,전용면적 102제곱미터초과,2017,05,3928
대구,모든면적,2017,05,3179
대구,전용면적 60제곱미터이하,2017,05,3848
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,05,3182
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,05,3216
대구,전용면적 102제곱미터초과,2017,05,4712
광주,모든면적,2017,05,2890
광주,전용면적 60제곱미터이하,2017,05,
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2877
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2880
광주,전용면적 102제곱미터초과,2017,05,3358
대전,모든면적,2017,05,2739
대전,전용면적 60제곱미터이하,2017,05,2849
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2685
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2600
대전,전용면적 102제곱미터초과,2017,05,4328
울산,모든면적,2017,05,3578
울산,전용면적 60제곱미터이하,2017,05,2904
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,05,3591
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,05,
울산,전용면적 102제곱미터초과,2017,05,3137
세종,모든면적,2017,05,2729
세종,전용면적 60제곱미터이하,2017,05,2769
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2698
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2787
세종,전용면적 102제곱미터초과,2017,05,2713
강원,모든면적,2017,05,2084
강원,전용면적 60제곱미터이하,2017,05,2096
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2084
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2221
강원,전용면적 102제곱미터초과,2017,05,2282
충북,모든면적,2017,05,2050
충북,전용면적 60제곱미터이하,2017,05,2162
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2048
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2563
충북,전용면적 102제곱미터초과,2017,05,2564
충남,모든면적,2017,05,2222
충남,전용면적 60제곱미터이하,2017,05,2327
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2229
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2963
충남,전용면적 102제곱미터초과,2017,05,2758
전북,모든면적,2017,05,2130
전북,전용면적 60제곱미터이하,2017,05,2322
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2127
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2321
전북,전용면적 102제곱미터초과,2017,05,2373
전남,모든면적,2017,05,2165
전남,전용면적 60제곱미터이하,2017,05,2151
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2169
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2379
전남,전용면적 102제곱미터초과,2017,05,2307
경북,모든면적,2017,05,2363
경북,전용면적 60제곱미터이하,2017,05,2390
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2358
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2690
경북,전용면적 102제곱미터초과,2017,05,2667
경남,모든면적,2017,05,2418
경남,전용면적 60제곱미터이하,2017,05,2534
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,05,2407
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,05,2873
경남,전용면적 102제곱미터초과,2017,05,2661
제주,모든면적,2017,05,3459
제주,전용면적 60제곱미터이하,2017,05,4630
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,05,3301
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,05,4158
제주,전용면적 102제곱미터초과,2017,05,4800
서울,모든면적,2017,06,6667
서울,전용면적 60제곱미터이하,2017,06,6460
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,06,6435
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,06,7126
서울,전용면적 102제곱미터초과,2017,06,6949
인천,모든면적,2017,06,3326
인천,전용면적 60제곱미터이하,2017,06,3268
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,06,3327
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,06,3439
인천,전용면적 102제곱미터초과,2017,06,4055
경기,모든면적,2017,06,3489
경기,전용면적 60제곱미터이하,2017,06,3671
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,06,3511
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,06,3656
경기,전용면적 102제곱미터초과,2017,06,4052
부산,모든면적,2017,06,3616
부산,전용면적 60제곱미터이하,2017,06,3229
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,06,3698
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,06,3013
부산,전용면적 102제곱미터초과,2017,06,3818
대구,모든면적,2017,06,3246
대구,전용면적 60제곱미터이하,2017,06,3555
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,06,3250
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,06,3019
대구,전용면적 102제곱미터초과,2017,06,4712
광주,모든면적,2017,06,2912
광주,전용면적 60제곱미터이하,2017,06,
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2899
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2880
광주,전용면적 102제곱미터초과,2017,06,3358
대전,모든면적,2017,06,2739
대전,전용면적 60제곱미터이하,2017,06,2849
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2685
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2600
대전,전용면적 102제곱미터초과,2017,06,4328
울산,모든면적,2017,06,3582
울산,전용면적 60제곱미터이하,2017,06,2904
울산,전용면적 60제곱미터초과 85제곱미터이하,2017,06,3594
울산,전용면적 85제곱미터초과 102제곱미터이하,2017,06,
울산,전용면적 102제곱미터초과,2017,06,3137
세종,모든면적,2017,06,2733
세종,전용면적 60제곱미터이하,2017,06,2779
세종,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2703
세종,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2787
세종,전용면적 102제곱미터초과,2017,06,2713
강원,모든면적,2017,06,2131
강원,전용면적 60제곱미터이하,2017,06,2149
강원,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2125
강원,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2221
강원,전용면적 102제곱미터초과,2017,06,2400
충북,모든면적,2017,06,2043
충북,전용면적 60제곱미터이하,2017,06,2162
충북,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2041
충북,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2563
충북,전용면적 102제곱미터초과,2017,06,2500
충남,모든면적,2017,06,2274
충남,전용면적 60제곱미터이하,2017,06,2355
충남,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2265
충남,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2963
충남,전용면적 102제곱미터초과,2017,06,2560
전북,모든면적,2017,06,2201
전북,전용면적 60제곱미터이하,2017,06,2322
전북,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2197
전북,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2321
전북,전용면적 102제곱미터초과,2017,06,2373
전남,모든면적,2017,06,2147
전남,전용면적 60제곱미터이하,2017,06,2151
전남,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2152
전남,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2291
전남,전용면적 102제곱미터초과,2017,06,2197
경북,모든면적,2017,06,2383
경북,전용면적 60제곱미터이하,2017,06,2390
경북,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2376
경북,전용면적 85제곱미터초과 102제곱미터이하,2017,06,2690
경북,전용면적 102제곱미터초과,2017,06,2674
경남,모든면적,2017,06,2444
경남,전용면적 60제곱미터이하,2017,06,2495
경남,전용면적 60제곱미터초과 85제곱미터이하,2017,06,2431
경남,전용면적 85제곱미터초과 102제곱미터이하,2017,06,3042
경남,전용면적 102제곱미터초과,2017,06,2811
제주,모든면적,2017,06,3274
제주,전용면적 60제곱미터이하,2017,06,4630
제주,전용면적 60제곱미터초과 85제곱미터이하,2017,06,3249
제주,전용면적 85제곱미터초과 102제곱미터이하,2017,06,4809
제주,전용면적 102제곱미터초과,2017,06,4800
서울,모든면적,2017,07,6573
서울,전용면적 60제곱미터이하,2017,07,6510
서울,전용면적 60제곱미터초과 85제곱미터이하,2017,07,6342
서울,전용면적 85제곱미터초과 102제곱미터이하,2017,07,7126
서울,전용면적 102제곱미터초과,2017,07,6734
인천,모든면적,2017,07,3322
인천,전용면적 60제곱미터이하,2017,07,3272
인천,전용면적 60제곱미터초과 85제곱미터이하,2017,07,3323
인천,전용면적 85제곱미터초과 102제곱미터이하,2017,07,3427
인천,전용면적 102제곱미터초과,2017,07,4518
경기,모든면적,2017,07,3629
경기,전용면적 60제곱미터이하,2017,07,3707
경기,전용면적 60제곱미터초과 85제곱미터이하,2017,07,3624
경기,전용면적 85제곱미터초과 102제곱미터이하,2017,07,3605
경기,전용면적 102제곱미터초과,2017,07,4065
부산,모든면적,2017,07,3614
부산,전용면적 60제곱미터이하,2017,07,3277
부산,전용면적 60제곱미터초과 85제곱미터이하,2017,07,3718
부산,전용면적 85제곱미터초과 102제곱미터이하,2017,07,3492
부산,전용면적 102제곱미터초과,2017,07,3378
대구,모든면적,2017,07,3870
대구,전용면적 60제곱미터이하,2017,07,3555
대구,전용면적 60제곱미터초과 85제곱미터이하,2017,07,3887
대구,전용면적 85제곱미터초과 102제곱미터이하,2017,07,
대구,전용면적 102제곱미터초과,2017,07,4712
광주,모든면적,2017,07,2894
광주,전용면적 60제곱미터이하,2017,07,
광주,전용면적 60제곱미터초과 85제곱미터이하,2017,07,2881
광주,전용면적 85제곱미터초과 102제곱미터이하,2017,07,2880
광주,전용면적 102제곱미터초과,2017,07,3358
대전,모든면적,2017,07,2738
대전,전용면적 60제곱미터이하,2017,07,2849
대전,전용면적 60제곱미터초과 85제곱미터이하,2017,07,2699
대전,전용면적 85제곱미터초과 102제곱미터이하,2017,07,2834
