지역명,규모구분,연도,월,분양가격(제곱미터)
제주,전용면적 102제곱미터초과,2019,06,3269
서울,모든면적,2019,07,8067
서울,전용면적 60제곱미터이하,2019,07,8231
서울,전용면적 60제곱미터초과 85제곱미터이하,2019,07,8506
서울,전용면적 85제곱미터초과 102제곱미터이하,2019,07,12728
서울,전용면적 102제곱미터초과,2019,07,8430
인천,모든면적,2019,07,3887
인천,전용면적 60제곱미터이하,2019,07,3822
인천,전용면적 60제곱미터초과 85제곱미터이하,2019,07,3919
인천,전용면적 85제곱미터초과 102제곱미터이하,2019,07,3773
인천,전용면적 102제곱미터초과,2019,07,4808
경기,모든면적,2019,07,4287
경기,전용면적 60제곱미터이하,2019,07,4422
경기,전용면적 60제곱미터초과 85제곱미터이하,2019,07,4281
경기,전용면적 85제곱미터초과 102제곱미터이하,2019,07,5264
경기,전용면적 102제곱미터초과,2019,07,5529
부산,모든면적,2019,07,3872
부산,전용면적 60제곱미터이하,2019,07,3788
부산,전용면적 60제곱미터초과 85제곱미터이하,2019,07,3872
부산,전용면적 85제곱미터초과 102제곱미터이하,2019,07,4323
부산,전용면적 102제곱미터초과,2019,07,4558
대구,모든면적,2019,07,4297
대구,전용면적 60제곱미터이하,2019,07,4191
대구,전용면적 60제곱미터초과 85제곱미터이하,2019,07,4269
대구,전용면적 85제곱미터초과 102제곱미터이하,2019,07,4120
대구,전용면적 102제곱미터초과,2019,07,4824
광주,모든면적,2019,07,3752
광주,전용면적 60제곱미터이하,2019,07,3292
광주,전용면적 60제곱미터초과 85제곱미터이하,2019,07,3750
광주,전용면적 85제곱미터초과 102제곱미터이하,2019,07,
광주,전용면적 102제곱미터초과,2019,07,4159
대전,모든면적,2019,07,3477
대전,전용면적 60제곱미터이하,2019,07,3416
대전,전용면적 60제곱미터초과 85제곱미터이하,2019,07,3467
대전,전용면적 85제곱미터초과 102제곱미터이하,2019,07,
대전,전용면적 102제곱미터초과,2019,07,4505
울산,모든면적,2019,07,
울산,전용면적 60제곱미터이하,2019,07,
울산,전용면적 60제곱미터초과 85제곱미터이하,2019,07,
울산,전용면적 85제곱미터초과 102제곱미터이하,2019,07,
울산,전용면적 102제곱미터초과,2019,07,
세종,모든면적,2019,07,3458
세종,전용면적 60제곱미터이하,2019,07,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019,07,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2019,07,3510
세종,전용면적 102제곱미터초과,2019,07,3931
강원,모든면적,2019,07,2491
강원,전용면적 60제곱미터이하,2019,07,2550
강원,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2475
강원,전용면적 85제곱미터초과 102제곱미터이하,2019,07,3329
강원,전용면적 102제곱미터초과,2019,07,2823
충북,모든면적,2019,07,2290
충북,전용면적 60제곱미터이하,2019,07,2149
충북,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2316
충북,전용면적 85제곱미터초과 102제곱미터이하,2019,07,2576
충북,전용면적 102제곱미터초과,2019,07,2532
충남,모든면적,2019,07,2670
충남,전용면적 60제곱미터이하,2019,07,2545
충남,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2683
충남,전용면적 85제곱미터초과 102제곱미터이하,2019,07,
충남,전용면적 102제곱미터초과,2019,07,2839
전북,모든면적,2019,07,2488
전북,전용면적 60제곱미터이하,2019,07,2348
전북,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2487
전북,전용면적 85제곱미터초과 102제곱미터이하,2019,07,2724
전북,전용면적 102제곱미터초과,2019,07,2698
전남,모든면적,2019,07,2340
전남,전용면적 60제곱미터이하,2019,07,2365
전남,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2339
전남,전용면적 85제곱미터초과 102제곱미터이하,2019,07,2337
전남,전용면적 102제곱미터초과,2019,07,3003
경북,모든면적,2019,07,2539
경북,전용면적 60제곱미터이하,2019,07,2472
경북,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2522
경북,전용면적 85제곱미터초과 102제곱미터이하,2019,07,2667
경북,전용면적 102제곱미터초과,2019,07,3076
경남,모든면적,2019,07,2967
경남,전용면적 60제곱미터이하,2019,07,2937
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,07,2954
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,07,3211
경남,전용면적 102제곱미터초과,2019,07,4303
제주,모든면적,2019,07,3869
제주,전용면적 60제곱미터이하,2019,07,3804
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,07,3884
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,07,
제주,전용면적 102제곱미터초과,2019,07,3601
서울,모든면적,2019,08,8093
서울,전용면적 60제곱미터이하,2019,08,8223
서울,전용면적 60제곱미터초과 85제곱미터이하,2019,08,8562
서울,전용면적 85제곱미터초과 102제곱미터이하,2019,08,12728
서울,전용면적 102제곱미터초과,2019,08,8866
인천,모든면적,2019,08,3941
인천,전용면적 60제곱미터이하,2019,08,3782
인천,전용면적 60제곱미터초과 85제곱미터이하,2019,08,3966
인천,전용면적 85제곱미터초과 102제곱미터이하,2019,08,3773
인천,전용면적 102제곱미터초과,2019,08,5188
경기,모든면적,2019,08,4343
경기,전용면적 60제곱미터이하,2019,08,4682
경기,전용면적 60제곱미터초과 85제곱미터이하,2019,08,4314
경기,전용면적 85제곱미터초과 102제곱미터이하,2019,08,5284
경기,전용면적 102제곱미터초과,2019,08,5371
부산,모든면적,2019,08,3931
부산,전용면적 60제곱미터이하,2019,08,3971
부산,전용면적 60제곱미터초과 85제곱미터이하,2019,08,3924
부산,전용면적 85제곱미터초과 102제곱미터이하,2019,08,4474
부산,전용면적 102제곱미터초과,2019,08,4596
대구,모든면적,2019,08,4315
대구,전용면적 60제곱미터이하,2019,08,4283
대구,전용면적 60제곱미터초과 85제곱미터이하,2019,08,4291
대구,전용면적 85제곱미터초과 102제곱미터이하,2019,08,4120
대구,전용면적 102제곱미터초과,2019,08,4840
광주,모든면적,2019,08,3721
광주,전용면적 60제곱미터이하,2019,08,3580
광주,전용면적 60제곱미터초과 85제곱미터이하,2019,08,3720
광주,전용면적 85제곱미터초과 102제곱미터이하,2019,08,
광주,전용면적 102제곱미터초과,2019,08,4159
대전,모든면적,2019,08,3385
대전,전용면적 60제곱미터이하,2019,08,3416
대전,전용면적 60제곱미터초과 85제곱미터이하,2019,08,3327
대전,전용면적 85제곱미터초과 102제곱미터이하,2019,08,
대전,전용면적 102제곱미터초과,2019,08,4505
울산,모든면적,2019,08,
울산,전용면적 60제곱미터이하,2019,08,
울산,전용면적 60제곱미터초과 85제곱미터이하,2019,08,
울산,전용면적 85제곱미터초과 102제곱미터이하,2019,08,
울산,전용면적 102제곱미터초과,2019,08,
세종,모든면적,2019,08,3458
세종,전용면적 60제곱미터이하,2019,08,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019,08,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2019,08,3510
세종,전용면적 102제곱미터초과,2019,08,3931
강원,모든면적,2019,08,2492
강원,전용면적 60제곱미터이하,2019,08,2574
강원,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2476
강원,전용면적 85제곱미터초과 102제곱미터이하,2019,08,3329
강원,전용면적 102제곱미터초과,2019,08,2823
충북,모든면적,2019,08,2239
충북,전용면적 60제곱미터이하,2019,08,2124
충북,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2261
충북,전용면적 85제곱미터초과 102제곱미터이하,2019,08,2576
충북,전용면적 102제곱미터초과,2019,08,2532
충남,모든면적,2019,08,2641
충남,전용면적 60제곱미터이하,2019,08,2595
충남,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2656
충남,전용면적 85제곱미터초과 102제곱미터이하,2019,08,
충남,전용면적 102제곱미터초과,2019,08,2835
전북,모든면적,2019,08,2630
전북,전용면적 60제곱미터이하,2019,08,2348
전북,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2630
전북,전용면적 85제곱미터초과 102제곱미터이하,2019,08,2724
전북,전용면적 102제곱미터초과,2019,08,2698
전남,모든면적,2019,08,2344
전남,전용면적 60제곱미터이하,2019,08,2465
전남,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2339
전남,전용면적 85제곱미터초과 102제곱미터이하,2019,08,2337
전남,전용면적 102제곱미터초과,2019,08,3003
경북,모든면적,2019,08,2631
경북,전용면적 60제곱미터이하,2019,08,2578
경북,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2599
경북,전용면적 85제곱미터초과 102제곱미터이하,2019,08,2667
경북,전용면적 102제곱미터초과,2019,08,3183
경남,모든면적,2019,08,2977
경남,전용면적 60제곱미터이하,2019,08,2730
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,08,2958
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,08,3211
경남,전용면적 102제곱미터초과,2019,08,4303
제주,모든면적,2019,08,3869
제주,전용면적 60제곱미터이하,2019,08,3804
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,08,3884
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,08,
제주,전용면적 102제곱미터초과,2019,08,3601
서울,모든면적,2019,09,8085
서울,전용면적 60제곱미터이하,2019,09,8205
서울,전용면적 60제곱미터초과 85제곱미터이하,2019,09,8572
서울,전용면적 85제곱미터초과 102제곱미터이하,2019,09,12728
서울,전용면적 102제곱미터초과,2019,09,8972
인천,모든면적,2019,09,3941
인천,전용면적 60제곱미터이하,2019,09,3782
인천,전용면적 60제곱미터초과 85제곱미터이하,2019,09,3966
인천,전용면적 85제곱미터초과 102제곱미터이하,2019,09,3773
인천,전용면적 102제곱미터초과,2019,09,5188
경기,모든면적,2019,09,4441
경기,전용면적 60제곱미터이하,2019,09,4818
경기,전용면적 60제곱미터초과 85제곱미터이하,2019,09,4428
경기,전용면적 85제곱미터초과 102제곱미터이하,2019,09,5284
경기,전용면적 102제곱미터초과,2019,09,5371
부산,모든면적,2019,09,4023
부산,전용면적 60제곱미터이하,2019,09,3921
부산,전용면적 60제곱미터초과 85제곱미터이하,2019,09,4019
부산,전용면적 85제곱미터초과 102제곱미터이하,2019,09,4420
부산,전용면적 102제곱미터초과,2019,09,4552
대구,모든면적,2019,09,4358
대구,전용면적 60제곱미터이하,2019,09,4354
대구,전용면적 60제곱미터초과 85제곱미터이하,2019,09,4334
대구,전용면적 85제곱미터초과 102제곱미터이하,2019,09,4450
대구,전용면적 102제곱미터초과,2019,09,4881
광주,모든면적,2019,09,3721
광주,전용면적 60제곱미터이하,2019,09,3580
광주,전용면적 60제곱미터초과 85제곱미터이하,2019,09,3720
광주,전용면적 85제곱미터초과 102제곱미터이하,2019,09,
광주,전용면적 102제곱미터초과,2019,09,4159
대전,모든면적,2019,09,3442
대전,전용면적 60제곱미터이하,2019,09,3611
대전,전용면적 60제곱미터초과 85제곱미터이하,2019,09,3369
대전,전용면적 85제곱미터초과 102제곱미터이하,2019,09,
대전,전용면적 102제곱미터초과,2019,09,4500
울산,모든면적,2019,09,2725
울산,전용면적 60제곱미터이하,2019,09,2755
울산,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2716
울산,전용면적 85제곱미터초과 102제곱미터이하,2019,09,
울산,전용면적 102제곱미터초과,2019,09,
세종,모든면적,2019,09,3458
세종,전용면적 60제곱미터이하,2019,09,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019,09,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2019,09,3510
세종,전용면적 102제곱미터초과,2019,09,3931
강원,모든면적,2019,09,2482
강원,전용면적 60제곱미터이하,2019,09,2547
강원,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2458
강원,전용면적 85제곱미터초과 102제곱미터이하,2019,09,3329
강원,전용면적 102제곱미터초과,2019,09,3233
충북,모든면적,2019,09,2263
충북,전용면적 60제곱미터이하,2019,09,2303
충북,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2284
충북,전용면적 85제곱미터초과 102제곱미터이하,2019,09,2576
충북,전용면적 102제곱미터초과,2019,09,2532
충남,모든면적,2019,09,2583
충남,전용면적 60제곱미터이하,2019,09,2366
충남,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2615
충남,전용면적 85제곱미터초과 102제곱미터이하,2019,09,
충남,전용면적 102제곱미터초과,2019,09,2835
전북,모든면적,2019,09,2630
전북,전용면적 60제곱미터이하,2019,09,2348
전북,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2630
전북,전용면적 85제곱미터초과 102제곱미터이하,2019,09,2724
전북,전용면적 102제곱미터초과,2019,09,2698
전남,모든면적,2019,09,2481
전남,전용면적 60제곱미터이하,2019,09,2465
전남,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2481
전남,전용면적 85제곱미터초과 102제곱미터이하,2019,09,2337
전남,전용면적 102제곱미터초과,2019,09,3053
경북,모든면적,2019,09,2658
경북,전용면적 60제곱미터이하,2019,09,2578
경북,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2638
경북,전용면적 85제곱미터초과 102제곱미터이하,2019,09,2726
경북,전용면적 102제곱미터초과,2019,09,3362
경남,모든면적,2019,09,2995
경남,전용면적 60제곱미터이하,2019,09,
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,09,2970
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,09,3211
경남,전용면적 102제곱미터초과,2019,09,4303
제주,모든면적,2019,09,3869
제주,전용면적 60제곱미터이하,2019,09,3804
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,09,3884
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,09,
제주,전용면적 102제곱미터초과,2019,09,3601
서울,모든면적,2019,10,8091
서울,전용면적 60제곱미터이하,2019,10,8230
서울,전용면적 60제곱미터초과 85제곱미터이하,2019,10,8574
서울,전용면적 85제곱미터초과 102제곱미터이하,2019,10,12728
서울,전용면적 102제곱미터초과,2019,10,8903
인천,모든면적,2019,10,3947
인천,전용면적 60제곱미터이하,2019,10,3866
인천,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3956
인천,전용면적 85제곱미터초과 102제곱미터이하,2019,10,3881
인천,전용면적 102제곱미터초과,2019,10,5185
경기,모든면적,2019,10,4421
경기,전용면적 60제곱미터이하,2019,10,4876
경기,전용면적 60제곱미터초과 85제곱미터이하,2019,10,4353
경기,전용면적 85제곱미터초과 102제곱미터이하,2019,10,5284
경기,전용면적 102제곱미터초과,2019,10,5292
부산,모든면적,2019,10,4040
부산,전용면적 60제곱미터이하,2019,10,3860
부산,전용면적 60제곱미터초과 85제곱미터이하,2019,10,4056
부산,전용면적 85제곱미터초과 102제곱미터이하,2019,10,4401
부산,전용면적 102제곱미터초과,2019,10,4433
대구,모든면적,2019,10,4405
대구,전용면적 60제곱미터이하,2019,10,4354
대구,전용면적 60제곱미터초과 85제곱미터이하,2019,10,4385
대구,전용면적 85제곱미터초과 102제곱미터이하,2019,10,4450
대구,전용면적 102제곱미터초과,2019,10,4830
광주,모든면적,2019,10,3771
광주,전용면적 60제곱미터이하,2019,10,3647
광주,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3771
광주,전용면적 85제곱미터초과 102제곱미터이하,2019,10,
광주,전용면적 102제곱미터초과,2019,10,4159
대전,모든면적,2019,10,3632
대전,전용면적 60제곱미터이하,2019,10,3534
대전,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3567
대전,전용면적 85제곱미터초과 102제곱미터이하,2019,10,
대전,전용면적 102제곱미터초과,2019,10,4500
울산,모든면적,2019,10,3140
울산,전용면적 60제곱미터이하,2019,10,3399
울산,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3110
울산,전용면적 85제곱미터초과 102제곱미터이하,2019,10,
울산,전용면적 102제곱미터초과,2019,10,
세종,모든면적,2019,10,3458
세종,전용면적 60제곱미터이하,2019,10,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2019,10,3510
세종,전용면적 102제곱미터초과,2019,10,3931
강원,모든면적,2019,10,2460
강원,전용면적 60제곱미터이하,2019,10,2563
강원,전용면적 60제곱미터초과 85제곱미터이하,2019,10,2442
강원,전용면적 85제곱미터초과 102제곱미터이하,2019,10,3329
강원,전용면적 102제곱미터초과,2019,10,3233
충북,모든면적,2019,10,2272
충북,전용면적 60제곱미터이하,2019,10,2286
충북,전용면적 60제곱미터초과 85제곱미터이하,2019,10,2292
충북,전용면적 85제곱미터초과 102제곱미터이하,2019,10,2634
충북,전용면적 102제곱미터초과,2019,10,2532
충남,모든면적,2019,10,2602
충남,전용면적 60제곱미터이하,2019,10,2332
충남,전용면적 60제곱미터초과 85제곱미터이하,2019,10,2629
충남,전용면적 85제곱미터초과 102제곱미터이하,2019,10,3201
충남,전용면적 102제곱미터초과,2019,10,2835
전북,모든면적,2019,10,2556
전북,전용면적 60제곱미터이하,2019,10,2387
전북,전용면적 60제곱미터초과 85제곱미터이하,2019,10,2542
전북,전용면적 85제곱미터초과 102제곱미터이하,2019,10,2764
전북,전용면적 102제곱미터초과,2019,10,2667
전남,모든면적,2019,10,2494
전남,전용면적 60제곱미터이하,2019,10,2465
전남,전용면적 60제곱미터초과 85제곱미터이하,2019,10,2494
전남,전용면적 85제곱미터초과 102제곱미터이하,2019,10,2337
전남,전용면적 102제곱미터초과,2019,10,3053
경북,모든면적,2019,10,2914
경북,전용면적 60제곱미터이하,2019,10,2578
경북,전용면적 60제곱미터초과 85제곱미터이하,2019,10,2897
경북,전용면적 85제곱미터초과 102제곱미터이하,2019,10,2604
경북,전용면적 102제곱미터초과,2019,10,3457
경남,모든면적,2019,10,3209
경남,전용면적 60제곱미터이하,2019,10,
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3176
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,10,3247
경남,전용면적 102제곱미터초과,2019,10,4303
제주,모든면적,2019,10,3869
제주,전용면적 60제곱미터이하,2019,10,3804
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,10,3884
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,10,
제주,전용면적 102제곱미터초과,2019,10,3601
서울,모든면적,2019,11,8062
서울,전용면적 60제곱미터이하,2019,11,8196
서울,전용면적 60제곱미터초과 85제곱미터이하,2019,11,8300
서울,전용면적 85제곱미터초과 102제곱미터이하,2019,11,12728
서울,전용면적 102제곱미터초과,2019,11,8952
인천,모든면적,2019,11,3922
인천,전용면적 60제곱미터이하,2019,11,3911
인천,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3922
인천,전용면적 85제곱미터초과 102제곱미터이하,2019,11,3904
인천,전용면적 102제곱미터초과,2019,11,4768
경기,모든면적,2019,11,4453
경기,전용면적 60제곱미터이하,2019,11,4885
경기,전용면적 60제곱미터초과 85제곱미터이하,2019,11,4341
경기,전용면적 85제곱미터초과 102제곱미터이하,2019,11,5284
경기,전용면적 102제곱미터초과,2019,11,5342
부산,모든면적,2019,11,3985
부산,전용면적 60제곱미터이하,2019,11,3749
부산,전용면적 60제곱미터초과 85제곱미터이하,2019,11,4010
부산,전용면적 85제곱미터초과 102제곱미터이하,2019,11,4401
부산,전용면적 102제곱미터초과,2019,11,4322
대구,모든면적,2019,11,4382
대구,전용면적 60제곱미터이하,2019,11,4364
대구,전용면적 60제곱미터초과 85제곱미터이하,2019,11,4369
대구,전용면적 85제곱미터초과 102제곱미터이하,2019,11,4389
대구,전용면적 102제곱미터초과,2019,11,5158
광주,모든면적,2019,11,3836
광주,전용면적 60제곱미터이하,2019,11,3717
광주,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3841
광주,전용면적 85제곱미터초과 102제곱미터이하,2019,11,
광주,전용면적 102제곱미터초과,2019,11,4246
대전,모든면적,2019,11,3632
대전,전용면적 60제곱미터이하,2019,11,3534
대전,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3567
대전,전용면적 85제곱미터초과 102제곱미터이하,2019,11,
대전,전용면적 102제곱미터초과,2019,11,4500
울산,모든면적,2019,11,3140
울산,전용면적 60제곱미터이하,2019,11,3399
울산,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3110
울산,전용면적 85제곱미터초과 102제곱미터이하,2019,11,
울산,전용면적 102제곱미터초과,2019,11,
세종,모든면적,2019,11,3458
세종,전용면적 60제곱미터이하,2019,11,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2019,11,3510
세종,전용면적 102제곱미터초과,2019,11,3931
강원,모든면적,2019,11,2510
강원,전용면적 60제곱미터이하,2019,11,2561
강원,전용면적 60제곱미터초과 85제곱미터이하,2019,11,2489
강원,전용면적 85제곱미터초과 102제곱미터이하,2019,11,3329
강원,전용면적 102제곱미터초과,2019,11,3598
충북,모든면적,2019,11,2303
충북,전용면적 60제곱미터이하,2019,11,2324
충북,전용면적 60제곱미터초과 85제곱미터이하,2019,11,2293
충북,전용면적 85제곱미터초과 102제곱미터이하,2019,11,2634
충북,전용면적 102제곱미터초과,2019,11,2532
충남,모든면적,2019,11,2602
충남,전용면적 60제곱미터이하,2019,11,2332
충남,전용면적 60제곱미터초과 85제곱미터이하,2019,11,2629
충남,전용면적 85제곱미터초과 102제곱미터이하,2019,11,3201
충남,전용면적 102제곱미터초과,2019,11,2835
전북,모든면적,2019,11,2468
전북,전용면적 60제곱미터이하,2019,11,2526
전북,전용면적 60제곱미터초과 85제곱미터이하,2019,11,2458
전북,전용면적 85제곱미터초과 102제곱미터이하,2019,11,2764
전북,전용면적 102제곱미터초과,2019,11,2667
전남,모든면적,2019,11,2513
전남,전용면적 60제곱미터이하,2019,11,2529
전남,전용면적 60제곱미터초과 85제곱미터이하,2019,11,2514
전남,전용면적 85제곱미터초과 102제곱미터이하,2019,11,
전남,전용면적 102제곱미터초과,2019,11,3053
경북,모든면적,2019,11,2914
경북,전용면적 60제곱미터이하,2019,11,2578
경북,전용면적 60제곱미터초과 85제곱미터이하,2019,11,2897
경북,전용면적 85제곱미터초과 102제곱미터이하,2019,11,2604
경북,전용면적 102제곱미터초과,2019,11,3457
경남,모든면적,2019,11,3201
경남,전용면적 60제곱미터이하,2019,11,2780
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3174
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,11,3247
경남,전용면적 102제곱미터초과,2019,11,4303
제주,모든면적,2019,11,3882
제주,전용면적 60제곱미터이하,2019,11,
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,11,3898
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,11,
제주,전용면적 102제곱미터초과,2019,11,3601
서울,모든면적,2019,12,7955
서울,전용면적 60제곱미터이하,2019,12,8115
서울,전용면적 60제곱미터초과 85제곱미터이하,2019,12,8171
서울,전용면적 85제곱미터초과 102제곱미터이하,2019,12,12728
서울,전용면적 102제곱미터초과,2019,12,8989
인천,모든면적,2019,12,4002
인천,전용면적 60제곱미터이하,2019,12,3993
인천,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3989
인천,전용면적 85제곱미터초과 102제곱미터이하,2019,12,3981
인천,전용면적 102제곱미터초과,2019,12,4768
경기,모든면적,2019,12,4493
경기,전용면적 60제곱미터이하,2019,12,4931
경기,전용면적 60제곱미터초과 85제곱미터이하,2019,12,4390
경기,전용면적 85제곱미터초과 102제곱미터이하,2019,12,5438
경기,전용면적 102제곱미터초과,2019,12,5180
부산,모든면적,2019,12,3884
부산,전용면적 60제곱미터이하,2019,12,3711
부산,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3907
부산,전용면적 85제곱미터초과 102제곱미터이하,2019,12,4401
부산,전용면적 102제곱미터초과,2019,12,4322
대구,모든면적,2019,12,4372
대구,전용면적 60제곱미터이하,2019,12,4314
대구,전용면적 60제곱미터초과 85제곱미터이하,2019,12,4367
대구,전용면적 85제곱미터초과 102제곱미터이하,2019,12,4414
대구,전용면적 102제곱미터초과,2019,12,5130
광주,모든면적,2019,12,3834
광주,전용면적 60제곱미터이하,2019,12,3926
광주,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3852
광주,전용면적 85제곱미터초과 102제곱미터이하,2019,12,
광주,전용면적 102제곱미터초과,2019,12,4310
대전,모든면적,2019,12,3632
대전,전용면적 60제곱미터이하,2019,12,3534
대전,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3567
대전,전용면적 85제곱미터초과 102제곱미터이하,2019,12,
대전,전용면적 102제곱미터초과,2019,12,4500
울산,모든면적,2019,12,3143
울산,전용면적 60제곱미터이하,2019,12,3399
울산,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3114
울산,전용면적 85제곱미터초과 102제곱미터이하,2019,12,
울산,전용면적 102제곱미터초과,2019,12,
세종,모든면적,2019,12,3458
세종,전용면적 60제곱미터이하,2019,12,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3395
세종,전용면적 85제곱미터초과 102제곱미터이하,2019,12,3510
세종,전용면적 102제곱미터초과,2019,12,3931
강원,모든면적,2019,12,2510
강원,전용면적 60제곱미터이하,2019,12,2561
강원,전용면적 60제곱미터초과 85제곱미터이하,2019,12,2489
강원,전용면적 85제곱미터초과 102제곱미터이하,2019,12,3329
강원,전용면적 102제곱미터초과,2019,12,3598
충북,모든면적,2019,12,2305
충북,전용면적 60제곱미터이하,2019,12,2324
충북,전용면적 60제곱미터초과 85제곱미터이하,2019,12,2297
충북,전용면적 85제곱미터초과 102제곱미터이하,2019,12,2634
충북,전용면적 102제곱미터초과,2019,12,2532
충남,모든면적,2019,12,2640
충남,전용면적 60제곱미터이하,2019,12,2382
충남,전용면적 60제곱미터초과 85제곱미터이하,2019,12,2666
충남,전용면적 85제곱미터초과 102제곱미터이하,2019,12,3201
충남,전용면적 102제곱미터초과,2019,12,2835
전북,모든면적,2019,12,2468
전북,전용면적 60제곱미터이하,2019,12,2526
전북,전용면적 60제곱미터초과 85제곱미터이하,2019,12,2458
전북,전용면적 85제곱미터초과 102제곱미터이하,2019,12,2764
전북,전용면적 102제곱미터초과,2019,12,2667
전남,모든면적,2019,12,2452
전남,전용면적 60제곱미터이하,2019,12,2529
전남,전용면적 60제곱미터초과 85제곱미터이하,2019,12,2452
전남,전용면적 85제곱미터초과 102제곱미터이하,2019,12,
전남,전용면적 102제곱미터초과,2019,12,3053
경북,모든면적,2019,12,2914
경북,전용면적 60제곱미터이하,2019,12,2578
경북,전용면적 60제곱미터초과 85제곱미터이하,2019,12,2897
경북,전용면적 85제곱미터초과 102제곱미터이하,2019,12,2604
경북,전용면적 102제곱미터초과,2019,12,3457
경남,모든면적,2019,12,3063
경남,전용면적 60제곱미터이하,2019,12,2780
경남,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3065
경남,전용면적 85제곱미터초과 102제곱미터이하,2019,12,3247
경남,전용면적 102제곱미터초과,2019,12,
제주,모든면적,2019,12,3882
제주,전용면적 60제곱미터이하,2019,12,
제주,전용면적 60제곱미터초과 85제곱미터이하,2019,12,3898
제주,전용면적 85제곱미터초과 102제곱미터이하,2019,12,
제주,전용면적 102제곱미터초과,2019,12,3601
서울,모든면적,2020,01,8121
서울,전용면적 60제곱미터이하,2020,01,8330
서울,전용면적 60제곱미터초과 85제곱미터이하,2020,01,8135
서울,전용면적 85제곱미터초과 102제곱미터이하,2020,01,12728
서울,전용면적 102제곱미터초과,2020,01,8779
인천,모든면적,2020,01,4005
인천,전용면적 60제곱미터이하,2020,01,3985
인천,전용면적 60제곱미터초과 85제곱미터이하,2020,01,4001
인천,전용면적 85제곱미터초과 102제곱미터이하,2020,01,3981
인천,전용면적 102제곱미터초과,2020,01,4768
경기,모든면적,2020,01,4503
경기,전용면적 60제곱미터이하,2020,01,4939
경기,전용면적 60제곱미터초과 85제곱미터이하,2020,01,4404
경기,전용면적 85제곱미터초과 102제곱미터이하,2020,01,5464
